81638 23426 216374 1325230 1231595 298962 407189 773481 837499 959947 
561866 1270796 216374 793271 1231595 209905 398923 784116 263692 1021889 
715435 540441 1334789 137418 542119 810086 1372917 731710 148731 479605 
561866 24523 216374 793271 1231595 876142 409208 774594 263692 986893 
561866 648507 216374 793271 1231595 240352 408299 775923 263692 961513 
586884 888156 205507 659722 32676 762826 1372917 726574 1016838 1274421 
561866 648507 216374 793271 1231595 240352 408299 775923 263692 961513 
1374173 686027 264194 792107 1194703 241045 295791 1191992 1035947 1404147 
1345780 126773 264194 657555 1211229 219627 1180394 669654 1026916 1042018 
319003 488566 60244 1144408 1033473 924382 900648 692236 837923 959947 
586884 888156 205507 659722 32676 762826 1372917 726574 1016838 1274421 
685920 705591 215506 793271 1231595 802923 408299 773481 837499 1057935 
561866 646998 216374 793271 1231595 240352 398923 775923 263692 960972 
1287306 705399 231269 132861 434164 234508 410218 773481 255207 959951 
561866 648507 216374 793271 1231595 240352 408299 775923 263692 961513 
566789 97562 1336019 645876 526501 809496 1372917 1167160 278348 556102 
583139 887411 1334789 138035 832139 810086 1372917 787521 263781 529689 
1287306 705399 231269 132861 434164 234508 410218 773481 255207 959951 
561866 648507 216374 793271 1231595 240352 408299 775923 263692 961513 
325564 489521 55204 1144408 826129 797691 286961 692236 836377 958077 
1287306 705399 231269 132861 434164 234508 410218 773481 255207 959951 
81638 730468 216374 791012 1216105 240352 408299 773481 263692 961174 
565434 126773 262750 790504 1215351 168838 1371306 66617 264226 1041079 
561866 646998 216374 793271 1231595 240352 398923 775923 263692 960972 
55015 160558 1074093 1144408 1033473 209047 891322 698447 836992 1023314 
561866 14313 216374 793271 1231595 876142 409238 773494 263692 986893 
55015 160558 1074093 1144408 1033473 209047 891322 698447 836992 1023314 
553846 126773 264194 649668 838065 805444 1366198 725190 325594 1039220 
20729 14625 181878 90508 12900 850199 1363408 823238 151902 1270867 
55015 160558 1074093 1144408 1033473 209047 891322 698447 836992 1023314 
